#TYPE System.Management.Automation.PSCustomObject
"IsNet6","URL","Name","Size","SHA1"
"False","https://f001.backblazeb2.com/file/EricZimmermanTools/hasher.zip","hasher.zip","51299411","af133ae594612a5d7a620ad12380f5b955ce06a9"
"False","https://f001.backblazeb2.com/file/EricZimmermanTools/JLECmd.zip","JLECmd.zip","4246033","96d32c9dc3bb20381e51e34d5c9cedd9f687285c"
"True","https://f001.backblazeb2.com/file/EricZimmermanTools/net6/JLECmd.zip","JLECmd.zip","2173360","0eb2849cb27139a7c091de090e6f51850c35caae"
"False","https://f001.backblazeb2.com/file/EricZimmermanTools/JumpListExplorer.zip","JumpListExplorer.zip","56040986","478b0a3cca88de0807d6e59e457e8f47256d8ff4"
"True","https://f001.backblazeb2.com/file/EricZimmermanTools/net6/JumpListExplorer.zip","JumpListExplorer.zip","82440114","e853ce08276d72af4f474a1a5d338cc12fd189fc"
"False","https://f001.backblazeb2.com/file/EricZimmermanTools/LECmd.zip","LECmd.zip","4616448","11a525de3471e9da96cec153fa3f2a419088a8d5"
"True","https://f001.backblazeb2.com/file/EricZimmermanTools/net6/LECmd.zip","LECmd.zip","2624587","d61cc688ae626c214609baf71dd4a38fdfa21122"
"False","https://f001.backblazeb2.com/file/EricZimmermanTools/MFTECmd.zip","MFTECmd.zip","4291070","f842f1d5b2f016581917f177c443a3977a2482a2"
"True","https://f001.backblazeb2.com/file/EricZimmermanTools/net6/MFTECmd.zip","MFTECmd.zip","2221514","cf60410fce333bee166ec143228b6c9c8eed0ccc"
"False","https://f001.backblazeb2.com/file/EricZimmermanTools/MFTExplorer.zip","MFTExplorer.zip","56560655","f609a1cdaf063edadcb4af44df2fa2259ae81a0d"
"True","https://f001.backblazeb2.com/file/EricZimmermanTools/net6/MFTExplorer.zip","MFTExplorer.zip","82754162","f45e9c63680ae3e65b0347debd7ab0aeecdddfac"
"False","https://f001.backblazeb2.com/file/EricZimmermanTools/PECmd.zip","PECmd.zip","3690100","6081a67d5cbd75342fb3361f55e032d8940d4f3c"
"True","https://f001.backblazeb2.com/file/EricZimmermanTools/net6/PECmd.zip","PECmd.zip","2013672","cb761e9f414403d16ec47fb0f47c28239a9c5620"
"False","https://f001.backblazeb2.com/file/EricZimmermanTools/RBCmd.zip","RBCmd.zip","3369831","17c10cdc7f21a8bf46c696045072a4194fdc6933"
"True","https://f001.backblazeb2.com/file/EricZimmermanTools/net6/RBCmd.zip","RBCmd.zip","1819172","c3ed092323edb18d0b4fc3a85e47a51e0e8c11c9"
"False","https://f001.backblazeb2.com/file/EricZimmermanTools/RecentFileCacheParser.zip","RecentFileCacheParser.zip","3210510","976f40a6a5319b90f83527c02796856fb874f51d"
"True","https://f001.backblazeb2.com/file/EricZimmermanTools/net6/RecentFileCacheParser.zip","RecentFileCacheParser.zip","1722133","f013cb9692f8abcdee5000ef88008003ba13ed7f"
"False","https://f001.backblazeb2.com/file/EricZimmermanTools/RECmd.zip","RECmd.zip","5122256","a9a042382d08f0f08d84ec3c2567f415164fa490"
"True","https://f001.backblazeb2.com/file/EricZimmermanTools/net6/RECmd.zip","RECmd.zip","3066258","cb8e8d34c549cb246fb2e1b7ffd9fb457b824b3e"
"False","https://f001.backblazeb2.com/file/EricZimmermanTools/RegistryExplorer.zip","RegistryExplorer.zip","64705900","3250e6284fbae1f9eda390783ddc1f35fc935035"
"True","https://f001.backblazeb2.com/file/EricZimmermanTools/net6/RegistryExplorer.zip","RegistryExplorer.zip","88427680","1f2f80a8c75234a77732e4620924b1c9138ce7e5"
"False","https://f001.backblazeb2.com/file/EricZimmermanTools/rla.zip","rla.zip","4139616","18442261e422347f05ea0450ab635c41aad685c9"
"True","https://f001.backblazeb2.com/file/EricZimmermanTools/net6/rla.zip","rla.zip","2143955","554879de6ca1936339f440df3964ae02ca05942b"
"False","https://f001.backblazeb2.com/file/EricZimmermanTools/SDBExplorer.zip","SDBExplorer.zip","64787575","7db7d599592dd22924b58f2cc25aededed52a3cf"
"True","https://f001.backblazeb2.com/file/EricZimmermanTools/net6/SDBExplorer.zip","SDBExplorer.zip","82454727","ab2acfb2501ec4f932693e4dd5f293008dd12a94"
"False","https://f001.backblazeb2.com/file/EricZimmermanTools/SBECmd.zip","SBECmd.zip","4486677","0ac381927e647c417fc7f74de543eabf14c81bc2"
"True","https://f001.backblazeb2.com/file/EricZimmermanTools/net6/SBECmd.zip","SBECmd.zip","2190158","42356e01fb6ddab833f0de647523b00e6beb84e3"
"False","https://f001.backblazeb2.com/file/EricZimmermanTools/ShellBagsExplorer.zip","ShellBagsExplorer.zip","77989497","150fdef9af9bc4a962373e76b2bbc5f57f19ddcd"
"True","https://f001.backblazeb2.com/file/EricZimmermanTools/net6/ShellBagsExplorer.zip","ShellBagsExplorer.zip","83321959","5b08e0ab372081f548e0660bebffeaae8b584158"
"False","https://f001.backblazeb2.com/file/EricZimmermanTools/SQLECmd.zip","SQLECmd.zip","6838917","07791cb63335bb05dbcd12b07f874771dae2e9bb"
"True","https://f001.backblazeb2.com/file/EricZimmermanTools/net6/SQLECmd.zip","SQLECmd.zip","5283482","267f89a23cf9f6fe946b1c339974701a618c0638"
"False","https://f001.backblazeb2.com/file/EricZimmermanTools/SrumECmd.zip","SrumECmd.zip","4365882","5b1f176cce6bca706cf17c22265b5b66fb40aeaf"
"True","https://f001.backblazeb2.com/file/EricZimmermanTools/net6/SrumECmd.zip","SrumECmd.zip","2196225","a1c6c1f32b7c97b653f226d64f844fa005b90a17"
"False","https://f001.backblazeb2.com/file/EricZimmermanTools/SumECmd.zip","SumECmd.zip","3603159","ebef2f5a48d60360737cc7ad3f30f3950d7e1661"
"True","https://f001.backblazeb2.com/file/EricZimmermanTools/net6/SumECmd.zip","SumECmd.zip","2023009","eae9c75d556a21b64178f61c4fdb911e71592438"
"False","https://f001.backblazeb2.com/file/EricZimmermanTools/TimelineExplorer.zip","TimelineExplorer.zip","63456641","0c9040c6fa5bd4c3b84da2d28f912ffadc2649bf"
"True","https://f001.backblazeb2.com/file/EricZimmermanTools/net6/TimelineExplorer.zip","TimelineExplorer.zip","83568948","a4ff3f61b586ee416e4c93956e371c96c8ceb249"
"False","https://f001.backblazeb2.com/file/EricZimmermanTools/VSCMount.zip","VSCMount.zip","3177299","4917f56dd1d48a93a6dfe2ebc0003396e193fd9b"
"True","https://f001.backblazeb2.com/file/EricZimmermanTools/net6/VSCMount.zip","VSCMount.zip","1546539","85c63b861c056960ae8729e0079bfa90d58c2a14"
"False","https://f001.backblazeb2.com/file/EricZimmermanTools/WxTCmd.zip","WxTCmd.zip","4141090","ca3edd57e9ccc14c434bf75540b4f0aa064b303e"
"True","https://f001.backblazeb2.com/file/EricZimmermanTools/net6/WxTCmd.zip","WxTCmd.zip","3698112","09d678e8b12c29eb03e82b44e4318abc674b5252"
"False","https://f001.backblazeb2.com/file/EricZimmermanTools/iisGeolocate.zip","iisGeolocate.zip","38438180","afd11d3360777c5d9e81be5ad7c09bdb2c9d538b"
"True","https://f001.backblazeb2.com/file/EricZimmermanTools/net6/iisGeolocate.zip","iisGeolocate.zip","36676319","c61cdb6c697328a6963a61059304fa62e5823a9e"
"False","https://f001.backblazeb2.com/file/EricZimmermanTools/TimeApp.zip","TimeApp.zip","182347","bc1b5d4c4f0249edd1c2e98574828bc5832fc44e"
"False","https://f001.backblazeb2.com/file/EricZimmermanTools/XWFIM.zip","XWFIM.zip","63531757","fb46349aab4811f672dcc61462d7c18d33e7b3bf"
"False","https://f001.backblazeb2.com/file/EricZimmermanTools/ChangeLog.txt","ChangeLog.txt","32478","731822497c6f887bfd870196dbf35d0ca8099e11"
